1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59295	1.59295	1.59296	1.59297	1.59297	1.59298	1.59299	1.593	1.593	1.59301	1.59301	1.59301	1.59301	1.59301	1.59301	1.59301	1.59302	1.59302	1.59302	1.59301	1.59301	1.593	1.593	1.59299	1.59298	1.59297	1.59296	1.59295	1.59295	1.59295	1.59295	1.59295	1.59295	1.59295	1.59296	1.59297	1.59297	1.59298	1.59299	1.593	1.593	1.59301	1.59301	1.59301	1.59301	1.59301	1.59301	1.59301	1.59302	1.59302	1.59302	1.59301	1.59301	1.593	1.593	1.59299	1.59298	1.59297	1.59296	1.59295	1.59295	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294
1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59295	1.59295	1.59296	1.59297	1.59298	1.593	1.59302	1.59303	1.59305	1.59306	1.59307	1.59308	1.59309	1.59309	1.59309	1.59309	1.5931	1.5931	1.5931	1.5931	1.5931	1.5931	1.59309	1.59308	1.59306	1.59304	1.59302	1.593	1.59299	1.59297	1.59296	1.59296	1.59295	1.59296	1.59296	1.59297	1.59298	1.593	1.59302	1.59303	1.59305	1.59306	1.59307	1.59308	1.59309	1.59309	1.59309	1.59309	1.5931	1.5931	1.5931	1.5931	1.5931	1.5931	1.59309	1.59308	1.59306	1.59304	1.59302	1.593	1.59298	1.59297	1.59296	1.59295	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294
1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59295	1.59295	1.59296	1.59298	1.593	1.59303	1.59306	1.5931	1.59313	1.59317	1.59319	1.59322	1.59323	1.59324	1.59325	1.59325	1.59325	1.59326	1.59326	1.59327	1.59327	1.59327	1.59326	1.59325	1.59323	1.59319	1.59315	1.59311	1.59307	1.59303	1.593	1.59298	1.59297	1.59297	1.59297	1.59299	1.593	1.59303	1.59306	1.5931	1.59313	1.59317	1.59319	1.59322	1.59323	1.59324	1.59325	1.59325	1.59325	1.59326	1.59326	1.59327	1.59327	1.59327	1.59326	1.59325	1.59323	1.59319	1.59315	1.59311	1.59307	1.59303	1.593	1.59298	1.59296	1.59295	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294
1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59295	1.59295	1.59297	1.59299	1.59302	1.59306	1.59311	1.59318	1.59326	1.59333	1.5934	1.59346	1.5935	1.59353	1.59355	1.59356	1.59357	1.59357	1.59358	1.59358	1.59359	1.5936	1.59361	1.5936	1.59357	1.59353	1.59346	1.59337	1.59328	1.59319	1.59312	1.59306	1.59302	1.593	1.59299	1.593	1.59303	1.59306	1.59312	1.59318	1.59326	1.59333	1.5934	1.59346	1.5935	1.59353	1.59355	1.59356	1.59357	1.59357	1.59358	1.59358	1.59359	1.5936	1.59361	1.5936	1.59357	1.59353	1.59346	1.59337	1.59328	1.59319	1.59311	1.59305	1.59301	1.59298	1.59296	1.59295	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294
1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59295	1.59297	1.59299	1.59303	1.59308	1.59316	1.59327	1.59341	1.59356	1.59372	1.59386	1.59398	1.59406	1.59412	1.59415	1.59416	1.59417	1.59418	1.59419	1.5942	1.59423	1.59425	1.59426	1.59425	1.59421	1.59412	1.59397	1.5938	1.5936	1.59342	1.59327	1.59316	1.59309	1.59305	1.59303	1.59305	1.5931	1.59317	1.59328	1.59341	1.59356	1.59372	1.59386	1.59398	1.59406	1.59412	1.59415	1.59416	1.59417	1.59418	1.59419	1.5942	1.59423	1.59425	1.59426	1.59425	1.59421	1.59412	1.59397	1.59379	1.5936	1.59342	1.59327	1.59315	1.59307	1.59302	1.59298	1.59296	1.59295	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294
1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59295	1.59296	1.59298	1.59302	1.59309	1.59319	1.59334	1.59356	1.59383	1.59413	1.59444	1.59473	1.59495	1.59511	1.5952	1.59525	1.59527	1.59528	1.59529	1.59531	1.59534	1.59538	1.59544	1.59548	1.59548	1.5954	1.59523	1.59494	1.59459	1.5942	1.59384	1.59355	1.59333	1.59319	1.59312	1.5931	1.59313	1.59321	1.59336	1.59356	1.59383	1.59413	1.59445	1.59473	1.59495	1.59511	1.5952	1.59525	1.59527	1.59528	1.59529	1.59531	1.59534	1.59538	1.59544	1.59548	1.59548	1.5954	1.59523	1.59494	1.59458	1.5942	1.59384	1.59354	1.59332	1.59316	1.59307	1.59301	1.59298	1.59296	1.59295	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294
1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59295	1.59296	1.59298	1.59301	1.59307	1.59318	1.59336	1.59364	1.59403	1.59454	1.59512	1.59571	1.59624	1.59665	1.59693	1.59708	1.59714	1.59716	1.59716	1.59717	1.5972	1.59726	1.59735	1.59746	1.59756	1.59759	1.59747	1.59715	1.59663	1.59595	1.59522	1.59454	1.59399	1.5936	1.59335	1.59322	1.59319	1.59324	1.5934	1.59366	1.59404	1.59454	1.59512	1.59571	1.59624	1.59665	1.59693	1.59708	1.59714	1.59716	1.59716	1.59717	1.5972	1.59726	1.59735	1.59746	1.59756	1.59759	1.59747	1.59715	1.59662	1.59595	1.59521	1.59453	1.59398	1.59358	1.59331	1.59314	1.59305	1.593	1.59297	1.59295	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294
1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59295	1.59296	1.59299	1.59305	1.59314	1.59332	1.59362	1.59409	1.59477	1.59564	1.59665	1.59767	1.59858	1.59927	1.59972	1.59994	1.69	1.59999	1.59997	1.59997	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.59919	1.59803	1.59678	1.5956	1.59466	1.59398	1.59357	1.59336	1.59331	1.59341	1.59366	1.59411	1.59478	1.59565	1.59665	1.59767	1.59858	1.59928	1.59972	1.59994	1.69	1.59999	1.59997	1.59997	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.59919	1.59803	1.59677	1.5956	1.59464	1.59395	1.59351	1.59325	1.5931	1.59302	1.59298	1.59296	1.59295	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294
1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59295	1.59297	1.59301	1.59309	1.59323	1.5935	1.59396	1.5947	1.59577	1.59715	1.59872	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.59884	1.59703	1.59554	1.59449	1.59385	1.59353	1.59346	1.59361	1.59402	1.59473	1.59579	1.59716	1.59873	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.59884	1.59702	1.59553	1.59446	1.59377	1.59338	1.59316	1.59305	1.59299	1.59296	1.59295	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294
1.59294	1.59294	1.59294	1.59294	1.59294	1.59295	1.59296	1.59298	1.59303	1.59314	1.59333	1.5937	1.59436	1.59543	1.59697	1.59894	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.59866	1.59657	1.59508	1.59417	1.59372	1.59363	1.59385	1.59443	1.59547	1.59699	1.59895	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.69	1.59865	1.59655	1.59503	1.59407	1.59352	1.59323	1.59308	1.59301	1.59297	1.59295	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294	1.59294
